url,公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
浙江豪圣建设项目管理有限公司关于杭州职业技术学院化工综合虚拟仿真教学机房改造及电气自动化工程教学中心改造工程中标结果公告,中标,中标结果,浙江豪圣建设项目管理有限公司关于杭州职业技术学院化工综合虚拟仿真教学机房改造及电气自动化工程教学中心改造工程中标结果公告,,HSZB-2022-088,"化工综合虚拟仿真教学机房改造,电气自动化工程教学中心改造工程",138700.0,杭州职业技术学院,学校,采购人-0571-56700063,浙江豪圣建设项目管理有限公司,曹**-0571-87981527,杭州海川电子科技有限公司 ,,138700.0,2022-06-29,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/338247215/b2,地址浙江省杭州市钱塘新区世茂江滨商业中心2幢1单元2308室,3 次,0.0 万,3 家
浙江建友工程咨询有限公司关于杭州职业技术学院智能装备虚拟仿真实训室改造\电梯智能物联与控制技术实训室改造\PLC实训室改造工程成交结果公示,中标,中标结果,浙江建友工程咨询有限公司关于杭州职业技术学院智能装备虚拟仿真实训室改造\电梯智能物联与控制技术实训室改造\PLC实训室改造工程成交结果公示,,ZJJY-2022-0526S,"智能装备虚拟仿真实训室改造,电梯智能物联与控制技术实训室改造,PLC实训室改造工程",59000000,杭州职业技术学院,学校,采购人-0571-56700063,浙江建友工程咨询有限公司,宋**-0571-87218365,浙江普顺建设有限公司 ,,59000000,2022-06-28,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/337966821/b2,地址浙江省杭州大江东产业集聚区义蓬街道青六中路888号义蓬科创园1715室,26 次,754.62 万,16 家
浙江省成套招标代理有限公司关于杭州职业技术学院生态学院虚拟实训仿真软件-污水处理职业技能等级标准仿真软件中标结果公告,中标,中标结果,浙江省成套招标代理有限公司关于杭州职业技术学院生态学院虚拟实训仿真软件-污水处理职业技能等级标准仿真软件中标结果公告,,HZY2022011,"虚拟实训仿真软件,污水处理职业技能等级标准仿真软件",440000.0,杭州职业技术学院,学校,俞**-0571-56700189,浙江省成套招标代理有限公司,李*-18958058937,浙江新中环建设集团有限公司 ,"中标人     15088760678 ,中标人     0571-88228049 ,中标人     15397109058 ,中标人     13944111108 ,徐**     18868731999 ",440000.0,2022-06-28,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/337966769/b2,地址浙江省杭州市西湖区西溪街道莫干山路武林巷1号易盛大厦3楼,341 次,35.21 亿,156 家
浙江宏誉工程咨询有限公司关于衢州理工学校智能制造产教融合--CAD虚拟仿真工作站建设项目的中标(成交)结果公告,中标,中标结果,浙江宏誉工程咨询有限公司关于衢州理工学校智能制造产教融合--CAD虚拟仿真工作站建设项目的中标(成交)结果公告,,ZJHYCG2022006,CAD虚拟仿真工作站建设项目,0.0,浙江省衢州理工学校,学校,周**-0570-3029379,浙江宏誉工程咨询有限公司,吴**-13732500899,北京东方仿真软件技术有限公司 ,"中标人     010-64951832 ,中标人     010-64927579 ,中标人     13811275271 ,中标人     010-64971664 ,中标人     15500003827 ",0.0,2022-06-27,浙江,衢州,,,,https://www.zhiliaobiaoxun.com/content/337311211/b2,地址北京市朝阳区小关东里10号院9号楼7层701,648 次,4.89 亿,282 家
浙江宏誉工程咨询有限公司关于衢州理工学校智能制造产教融合--CAD虚拟仿真工作站建设项目的中标(成交)结果公告,中标,中标结果,浙江宏誉工程咨询有限公司关于衢州理工学校智能制造产教融合--CAD虚拟仿真工作站建设项目的中标(成交)结果公告,,ZJHYCG2022006,CAD虚拟仿真工作站建设项目,0.0,浙江省衢州理工学校,学校,周**-0570-3029379,浙江宏誉工程咨询有限公司,吴**-13732500899,衢州皓丰信息技术有限公司 ,中标人     15757879719 ,875000.0,2022-06-27,浙江,衢州,,,,https://www.zhiliaobiaoxun.com/content/337311211/b2,地址浙江省衢州市柯城区白云中大道39号中央商务广场1幢948室,12 次,133.65 万,9 家
浙江宏誉工程咨询有限公司关于衢州理工学校智能制造产教融合--CAD虚拟仿真工作站建设项目的中标(成交)结果公告,中标,中标结果,浙江宏誉工程咨询有限公司关于衢州理工学校智能制造产教融合--CAD虚拟仿真工作站建设项目的中标(成交)结果公告,,ZJHYCG2022006,CAD虚拟仿真工作站建设项目,0.0,浙江省衢州理工学校,学校,周**-0570-3029379,浙江宏誉工程咨询有限公司,吴**-13732500899,衢州市成义科技有限公司 ,中标人     15857032134 ,0.0,2022-06-27,浙江,衢州,,,,https://www.zhiliaobiaoxun.com/content/337311211/b2,地址浙江省衢州市江山市双塔街道鹿溪北路228幢527室,9 次,368.65 万,3 家
杭州师范大学沉浸式护理虚拟现实VR交互示教考评系统等一系列设备采购的合同（20220069）公告,中标,合同,杭州师范大学沉浸式护理虚拟现实VR交互示教考评系统等一系列设备采购的合同（20220069）公告,,HZNU2022118,"患者入院护理虚拟仿真实验系统,沉浸式护理虚拟现实VR交互示教考评系统",169000.0,杭州师范大学,学校,采购人-0571-28865149,浙江五石中正工程咨询有限公司,,杭州盈云科创信息技术有限公司 ,中标人     18268020529 ,169000.0,2022-06-27,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/337375790/b2,地址浙江省杭州市西湖区留下街道西溪路799号1幢151室,3 次,95.6 万,2 家
长三角国际物流“区港联动”一体化运作虚拟仿真实验项目单一来源采购公示,中标,中标结果,长三角国际物流“区港联动”一体化运作虚拟仿真实验项目单一来源采购公示,,,"虚拟仿真实验教学项目,虚拟仿真实验项目",200000.0,嘉兴学院商学院,学校,,,,北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",200000.0,2022-06-24,浙江,嘉兴,,,,https://www.zhiliaobiaoxun.com/content/336281401/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,580 次",7.73 亿,555 家
温州市现代集团所属浙江东方职业技术学院关于数智化供应链虚拟仿真实训教学系统项目（自主）的采购结果公示,中标,中标结果,温州市现代集团所属浙江东方职业技术学院关于数智化供应链虚拟仿真实训教学系统项目（自主）的采购结果公示,,WGSS-XDJT-Z-2022011,数智化供应链虚拟仿真实训教学系统项目,298000.0,浙江东方职业技术学院,学校,张**-0577-86561078,温州市华越招标代理有限公司,"张**-0577-28838887,张**-13676418638",北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",290000.0,2022-06-23,浙江,温州,,,,https://www.zhiliaobiaoxun.com/content/335652090/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,580 次",7.73 亿,555 家
标（22-10）等2个项目招标结果公告,中标,中标结果,标（22-10）等2个项目招标结果公告,,,"虚拟仿真实验教学软件,纸质印刷品",0.0,浙江万里学院,学校,,浙江万里学院采购中心,,宁波哲睿科教仪器有限公司 ,中标人     18352993240 ,0.0,2022-06-23,浙江,,,,,https://www.zhiliaobiaoxun.com/content/335605857/b2,地址浙江省宁波市鄞州区潘火街道培罗成商业广场2号1215室,50 次,"1,362.24 万",24 家
标（22-10）等2个项目招标结果公告,中标,中标结果,标（22-10）等2个项目招标结果公告,,,"虚拟仿真实验教学软件,纸质印刷品",0.0,浙江万里学院,学校,,浙江万里学院采购中心,,宁波市蓝天印刷有限公司 ,,0.0,2022-06-23,浙江,,,,,https://www.zhiliaobiaoxun.com/content/335605857/b2,地址浙江省宁波市海曙区古林镇宋严王村,65 次,68.65 万,30 家
标（22-10）等2个项目招标结果公告,中标,中标结果,标（22-10）等2个项目招标结果公告,,,"虚拟仿真实验教学软件,纸质印刷品",0.0,浙江万里学院,学校,,浙江万里学院采购中心,,杭州博古科技有限公司 ,周*     18658027578 ,0.0,2022-06-23,浙江,,,,,https://www.zhiliaobiaoxun.com/content/335605857/b2,地址浙江省杭州经济技术开发区白杨街道6号大街452号2幢C709-712号房,15 次,325.16 万,11 家
标（22-10）等2个项目招标结果公告,中标,中标结果,标（22-10）等2个项目招标结果公告,,,"虚拟仿真实验教学软件,纸质印刷品",0.0,浙江万里学院,学校,,浙江万里学院采购中心,,杭州同易文化科技有限公司 ,,0.0,2022-06-23,浙江,,,,,https://www.zhiliaobiaoxun.com/content/335605857/b2,地址浙江省杭州市余杭区五常街道西溪悦城27幢501-4室,1 次,0.0 万,1 家
金华市万全招标代理有限公司关于金华职业技术学院原料药半实物虚拟仿真工厂（II期）项目的中标(成交)结果公告,中标,中标结果,金华市万全招标代理有限公司关于金华职业技术学院原料药半实物虚拟仿真工厂（II期）项目的中标(成交)结果公告,,202205160,"原料药半实物虚拟仿真工厂,普鲁卡因生产过程安全学训系统,智能化桌面仿真工厂,工厂级三维虚拟仿真系统",0.0,金华职业技术学院,学校,采购人-15068046675,金华市万全招标代理有限公司,代理联系人-0579-82583386,杭州水行舟网络科技有限公司 ,,0.0,2022-06-22,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/335402177/b2,地址浙江省杭州市余杭区仓前街道文一西路1324号6号楼1506室,1 次,0.0 万,1 家
金华市万全招标代理有限公司关于金华职业技术学院原料药半实物虚拟仿真工厂（II期）项目的中标(成交)结果公告,中标,中标结果,金华市万全招标代理有限公司关于金华职业技术学院原料药半实物虚拟仿真工厂（II期）项目的中标(成交)结果公告,,202205160,"原料药半实物虚拟仿真工厂,普鲁卡因生产过程安全学训系统,智能化桌面仿真工厂,工厂级三维虚拟仿真系统",0.0,金华职业技术学院,学校,采购人-15068046675,金华市万全招标代理有限公司,代理联系人-0579-82583386,北京欧倍尔软件技术开发有限公司 ,"中标人     010-82830966 ,中标人     13718217218 ,中标人     15662765531 ,王*     15972977819 ,吴**     18306407899 ",0.0,2022-06-22,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/335402177/b2,地址北京市海淀区清河永泰园甲1号综合楼5层516号,791 次,25.32 亿,345 家
金华市万全招标代理有限公司关于金华职业技术学院原料药半实物虚拟仿真工厂（II期）项目的中标(成交)结果公告,中标,中标结果,金华市万全招标代理有限公司关于金华职业技术学院原料药半实物虚拟仿真工厂（II期）项目的中标(成交)结果公告,,202205160,"原料药半实物虚拟仿真工厂,普鲁卡因生产过程安全学训系统,智能化桌面仿真工厂,工厂级三维虚拟仿真系统",0.0,金华职业技术学院,学校,采购人-15068046675,金华市万全招标代理有限公司,代理联系人-0579-82583386,北京云中逐梦科技有限公司 ,中标人     13931972863 ,0.0,2022-06-22,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/335402177/b2,地址北京市海淀区上地三街9号B座6（5）层B602,15 次,343.73 万,10 家
浙江中医药大学口腔医学院【口腔医疗管理】虚拟仿真沙盘项目的合同公告,中标,合同,浙江中医药大学口腔医学院【口腔医疗管理】虚拟仿真沙盘项目的合同公告,,CTZB-2022050047,口腔医疗管理虚拟仿真沙盘项目,285600.0,浙江中医药大学,学校,张**-0571-86633340,浙江省成套招标代理有限公司,,杭州矽控科技有限公司 ,中标人     13661620156 ,285600.0,2022-06-21,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/334860643/b2,地址浙江省杭州市萧山区义桥镇联三村杭州萧山（中国）五金机械科技创新园二期C215-1,8 次,114.9 万,6 家
浙江工商大学基于大数据的电商社群运营虚拟仿真实验的合同公告,中标,合同,浙江工商大学基于大数据的电商社群运营虚拟仿真实验的合同公告,,QSZB-Z（H）-C22118（CS）,基于大数据的电商社群运营虚拟仿真实验,286000.0,浙江工商大学,学校,王**-0571-28008654,浙江求是招标代理有限公司,,杭州亿学亿用科技有限公司 ,"中标人     18989619189 ,中标人     13915957316 ",286000.0,2022-06-21,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/334980552/b2,地址浙江省杭州市余杭区瓶窑镇观山路11号1幢一楼2372室,11 次,561.34 万,8 家
浙江工商大学碳中和背景下的CO2减排CCUS工程虚拟仿真实验的合同公告,中标,合同,浙江工商大学碳中和背景下的CO2减排CCUS工程虚拟仿真实验的合同公告,,QSZB-Z（H）-C22103（CS）,"CO2减排CCUS工程虚拟仿真实验,CO₂减排CCUS工程虚拟仿真实验软件",297500.0,浙江工商大学,学校,王**-0571-28008654,浙江求是招标代理有限公司,,北京象新力科技有限公司 ,"中标人     13811282001 ,中标人     010-53685568 ,张**     18070286387 ,吴**     17301021781 ,李**     17770856655 ",297500.0,2022-06-21,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/334980563/b2,地址北京市海淀区清河永泰园甲1号综合楼6层617号,207 次,30.53 亿,83 家
【分散采购中标公示】浙江恒合工程管理有限公司关于城市轨道交通车站综合控制虚拟仿真实训室建设项目的中标(成交)结果公告,中标,中标结果,【分散采购中标公示】浙江恒合工程管理有限公司关于城市轨道交通车站综合控制虚拟仿真实训室建设项目的中标(成交)结果公告,,恒合2022采030,综合控制虚拟仿真实训室建设项目,534980.0,湖州交通技师学院,学校,费**-0572-2970752,浙江恒合工程管理有限公司,张*-18268257157,北京象新力科技有限公司 ,"中标人     13811282001 ,中标人     010-53685568 ,张**     18070286387 ,吴**     17301021781 ,李**     17770856655 ",534980.0,2022-06-21,浙江,湖州,,,,https://www.zhiliaobiaoxun.com/content/334953572/b2,地址北京市海淀区清河永泰园甲1号综合楼6层617号,207 次,30.53 亿,83 家
浙江中磊工程咨询有限公司关于嘉兴学院大数据智能财务虚拟仿真平台项目的更正公告,中标,中标结果,浙江中磊工程咨询有限公司关于嘉兴学院大数据智能财务虚拟仿真平台项目的更正公告,,中磊-zjzl-JX（2022）第3号,大数据智能财务虚拟仿真平台项目,0.0,嘉兴学院,学校,许**-0573-83647304,浙江中磊工程咨询有限公司,袁*-0573-82627295,四川新科电子技术工程有限责任公司 ,"中标人     13980908276 ,王**     028-69881352 ,方**     028-83352202 ,曾*     15756210178 ",0.0,2022-06-21,浙江,嘉兴,,,,https://www.zhiliaobiaoxun.com/content/351849497/b2,地址成都市高新区科园南路1号3栋8楼1、2、3、4号,109 次,2.80 亿,60 家
浙江新世纪工程咨询有限公司关于衢州理工学校智能制造产教融合--增材制造虚拟仿真实训基地建设项目的中标(成交)结果公告,中标,中标结果,浙江新世纪工程咨询有限公司关于衢州理工学校智能制造产教融合--增材制造虚拟仿真实训基地建设项目的中标(成交)结果公告,,ZJXSJ2022065,增材制造虚拟仿真实训基地建设项目,0.0,浙江省衢州理工学校,学校,周**-0570-2298270,浙江新世纪工程咨询有限公司,徐*-0570-8589008,南京卓尚智能科技有限公司 ,"中标人     15380769700 ,中标人     15961193128 ",2583000.0,2022-06-21,浙江,衢州,,,,https://www.zhiliaobiaoxun.com/content/334971983/b2,地址南京市江宁区秣周东路12号9栋1701,33 次,278.15 万,15 家
浙江新世纪工程咨询有限公司关于衢州理工学校智能制造产教融合--增材制造虚拟仿真实训基地建设项目的中标(成交)结果公告,中标,中标结果,浙江新世纪工程咨询有限公司关于衢州理工学校智能制造产教融合--增材制造虚拟仿真实训基地建设项目的中标(成交)结果公告,,ZJXSJ2022065,增材制造虚拟仿真实训基地建设项目,0.0,浙江省衢州理工学校,学校,周**-0570-2298270,浙江新世纪工程咨询有限公司,徐*-0570-8589008,杭州志杭科技有限公司 ,"中标人     0571-56928968 ,中标人     0571-56928890 ,中标人     13777436750 ,田**     15990177600 ,汤*     13735803043 ",0.0,2022-06-21,浙江,衢州,,,,https://www.zhiliaobiaoxun.com/content/334971983/b2,地址浙江省杭州市拱墅区星尚发展大厦1幢604室,274 次,2.30 亿,72 家
浙江新世纪工程咨询有限公司关于衢州理工学校智能制造产教融合--增材制造虚拟仿真实训基地建设项目的中标(成交)结果公告,中标,中标结果,浙江新世纪工程咨询有限公司关于衢州理工学校智能制造产教融合--增材制造虚拟仿真实训基地建设项目的中标(成交)结果公告,,ZJXSJ2022065,增材制造虚拟仿真实训基地建设项目,0.0,浙江省衢州理工学校,学校,周**-0570-2298270,浙江新世纪工程咨询有限公司,徐*-0570-8589008,杭州思邈科技有限公司 ,,0.0,2022-06-21,浙江,衢州,,,,https://www.zhiliaobiaoxun.com/content/334971983/b2,地址浙江省杭州市拱墅区宜家时代大厦2幢1307室,4 次,79.36 万,3 家
杭州师范大学机能学虚拟仿真软件采购项目的合同（20220043）公告,中标,合同,杭州师范大学机能学虚拟仿真软件采购项目的合同（20220043）公告,,HZNU-2022133,虚拟仿真软件,348000.0,杭州师范大学,学校,采购人-0571-28865149,浙江豪圣建设项目管理有限公司,,杭州宜协电子有限公司 ,,348000.0,2022-06-17,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/333954707/b2,地址浙江省杭州市西湖区三墩镇振华路200号瑞鼎大厦2号楼315室,10 次,902.23 万,9 家
杭州师范大学医学形态学信息化实验教学软件及医学分子生物学虚拟仿真实验软件采购项目的合同（20220040）公告,中标,合同,杭州师范大学医学形态学信息化实验教学软件及医学分子生物学虚拟仿真实验软件采购项目的合同（20220040）公告,,HZNU-2022132,"医学分子生物学虚拟仿真实验软件,医学形态学信息化实验教学软件",654000.0,杭州师范大学,学校,采购人-0571-28865149,浙江豪圣建设项目管理有限公司,,成都泰盟软件有限公司 ,"中标人     028-86381158 ,中标人     15390437110 ,中标人     13540208112 ,李**     18408287453 ,中标人     13980571836 ",654000.0,2022-06-17,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/333885113/b2,地址中国（四川）自由贸易试验区成都高新区天府大道中段1388号1幢1106号,449 次,3.84 亿,167 家
2022032 杭师大马克思主义学院虚拟仿真教学软件采购结果公告,中标,中标结果,2022032 杭师大马克思主义学院虚拟仿真教学软件采购结果公告,,HZNU-2022032,虚拟仿真教学软件,259000.0,杭师大马克思主义学院,学校,,杭州师范大学采购中心,,上海梦之路数字科技有限公司 ,"中标人     15821900896 ,高**     17721317611 ,中标人     021-38953200 ,中标人     18221870841 ,中标人     15359033675 ",259000.0,2022-06-16,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/333498727/b2,地址中国（上海）自由贸易试验区纳贤路800号1幢B座7层701A室,405 次,2.21 亿,132 家
2022118 关于沉浸式护理虚拟现实VR交互示教考评系统等一系列设备采购的中标(成交)结果公告,中标,中标结果,2022118 关于沉浸式护理虚拟现实VR交互示教考评系统等一系列设备采购的中标(成交)结果公告,,HZNU2022118,"患者入院护理虚拟仿真实验系统,沉浸式护理虚拟现实VR交互示教考评系统设备,基础护理虚拟现实仿真系统",0.0,杭州师范大学,学校,采购人-0571-28865149,浙江五石中正工程咨询有限公司,赵*-0571-86098397,长春市敏学教育科技有限公司 ,"中标人     13394471330 ,中标人     18616531551 ",169000.0,2022-06-16,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/333498578/b2,地址长春市高新区蔚山路2499号科技园大厦A座六层610-7室,11 次,230.04 万,5 家
2022118 关于沉浸式护理虚拟现实VR交互示教考评系统等一系列设备采购的中标(成交)结果公告,中标,中标结果,2022118 关于沉浸式护理虚拟现实VR交互示教考评系统等一系列设备采购的中标(成交)结果公告,,HZNU2022118,"患者入院护理虚拟仿真实验系统,沉浸式护理虚拟现实VR交互示教考评系统设备,基础护理虚拟现实仿真系统",0.0,杭州师范大学,学校,采购人-0571-28865149,浙江五石中正工程咨询有限公司,赵*-0571-86098397,北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",266000.0,2022-06-16,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/333498578/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,580 次",7.73 亿,555 家
金华职业技术学院药品生产虚拟仿真软件采购项目的合同公告,中标,合同,金华职业技术学院药品生产虚拟仿真软件采购项目的合同公告,,YG2022-HW4065-ZFCG067（202204092）,药品生产虚拟仿真软件,930000.0,金华职业技术学院,学校,罗**-13957971865,浙江金华阳光招标代理有限公司,,杭州瑞恒科技有限公司 ,"中标人     13777819317 ,中标人     0571-88821791 ,梁**     18814866773 ,中标人     13588436037 ,中标人     0573-88821791 ",930000.0,2022-06-15,浙江,金华,,,,https://www.zhiliaobiaoxun.com/content/333117507/b2,地址拱墅区大关路188号明珠大厦六楼605室,256 次,"9,284.69 万",85 家
工业有机废水深度处理工艺虚拟仿真实验采购项目的合同公告,中标,合同,工业有机废水深度处理工艺虚拟仿真实验采购项目的合同公告,,ZJCT8-KJXY202202,工业有机废水深度处理工艺虚拟仿真实验,136800.0,浙江科技学院,学校,采购人-0571-85070858,浙江省成套工程有限公司,,北京东方仿真软件技术有限公司 ,"中标人     010-64951832 ,中标人     010-64927579 ,中标人     13811275271 ,中标人     010-64971664 ,中标人     15500003827 ",0.0,2022-06-14,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/332535296/b2,地址北京市朝阳区小关东里10号院9号楼7层701,648 次,4.89 亿,282 家
绍兴文理学院元培学院纺织服装虚拟仿真实验室项目的合同公告,中标,合同,绍兴文理学院元培学院纺织服装虚拟仿真实验室项目的合同公告,,YH2021-04065,纺织服装虚拟仿真实验室项目,648000.0,绍兴文理学院元培学院,学校,严**-0575-85396263,耀华建设管理有限公司,,北京象新力科技有限公司 ,"中标人     13811282001 ,中标人     010-53685568 ,张**     18070286387 ,吴**     17301021781 ,李**     17770856655 ",648000.0,2022-06-14,浙江,绍兴,,,,https://www.zhiliaobiaoxun.com/content/333555435/b2,地址北京市海淀区清河永泰园甲1号综合楼6层617号,207 次,30.53 亿,83 家
发明专利申请虚拟仿真实验软件开发服务项目单一来源采购公示,中标,中标结果,发明专利申请虚拟仿真实验软件开发服务项目单一来源采购公示,,,发明专利申请虚拟仿真实验软件开发服务项目,170000.0,嘉兴学院文法学院,学校,,,,北京欧倍尔软件技术开发有限公司 ,"中标人     010-82830966 ,中标人     13718217218 ,中标人     15662765531 ,王*     15972977819 ,吴**     18306407899 ",170000.0,2022-06-14,浙江,嘉兴,,,,https://www.zhiliaobiaoxun.com/content/332420938/b2,地址北京市海淀区清河永泰园甲1号综合楼5层516号,791 次,25.32 亿,345 家
中仿虚拟仿真软件V3.0三维岩土分析软件系统,中标,中标结果,中仿虚拟仿真软件V3.0三维岩土分析软件系统,,CB116462022000610,三维岩土分析软件系统,307800.0,宁波大学,学校,,,,杭州法源软件开发有限公司 ,"蔡**     13675871241 ,中标人     0571-88985071 ,中标人     0851-84129782 ,蒋**     13588326769 ,中标人     18658830549 ",307800.0,2022-06-14,浙江,,,,,https://www.zhiliaobiaoxun.com/content/335660475/b2,地址杭州市江干区天城路6号天城银座3幢6层613室、615室,67 次,"1,417.92 万",43 家
跨境电商运营综合实训室建设项目的合同公告,中标,合同,跨境电商运营综合实训室建设项目的合同公告,,NBJX2022049G,"数字跨境产品刊登虚拟仿真,跨境电商运营综合实战平台系统,跨境电商运营综合实训室建设项目,《跨境电商产品分析与布局》数字化教学资源包,《跨境电商数据分析与诊断》数字化教学资源包,教师用书",554000.0,浙江工商职业技术学院,学校,俞**-0574-87422424,宁波建兴招标有限公司,,中仿智能科技（上海）股份有限公司 ,"丰*     17521145176 ,彭*     021-80399555 ,中标人     18971301365 ,张*     0662-3305822 ",554000.0,2022-06-14,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/332525088/b2,地址上海市松江区九亭镇九新公路1005号3幢104,82 次,"4,661.91 万",48 家
浙江联达工程项目管理有限公司关于浙江纺织服装职业技术学院虚拟仿真实训基地5#楼装修工程项目的中标(成交)结果公告,中标,中标结果,浙江联达工程项目管理有限公司关于浙江纺织服装职业技术学院虚拟仿真实训基地5#楼装修工程项目的中标(成交)结果公告,,LDNB-20221011,"虚拟仿真实训基地5楼装修工程项目,虚拟仿真实训基地5楼的墙面地面天棚等改造",890712.0,浙江纺织服装职业技术学院,学校,马**-0574-86329410,浙江联达工程项目管理有限公司,黄*-0574-87915231,宁波哲睿科教仪器有限公司 ,中标人     18352993240 ,890712.0,2022-06-13,浙江,宁波,,,,https://www.zhiliaobiaoxun.com/content/332344870/b2,地址浙江省宁波市鄞州区潘火街道培罗成商业广场2号1215室,50 次,"1,362.24 万",24 家
浙江经贸职业技术学院食品（农产品）质量安全虚拟仿真实训基地建设项目的合同公告,中标,合同,浙江经贸职业技术学院食品（农产品）质量安全虚拟仿真实训基地建设项目的合同公告,,ZJ-2220696,食品农产品质量安全虚拟仿真实训基地建设项目,1469888.0,浙江经贸职业技术学院,学校,阙**-0571-81062699,浙江国际招投标有限公司,,浙江天元十杰装饰股份有限公司 ,"中标人     18058518861 ,王**     13023769935 ,中标人     0574-87122035 ,中标人     18458331366 ",1469888.0,2022-06-09,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/330839407/b2,地址浙江省宁波市海曙区解放南路202号〈7-2〉室,79 次,2.34 亿,51 家
浙江恒合工程管理有限公司关于南太湖医院实验基地病原生物学与免疫学虚拟仿真平台采购项目的成交结果公告（非政府采购）,中标,中标结果,浙江恒合工程管理有限公司关于南太湖医院实验基地病原生物学与免疫学虚拟仿真平台采购项目的成交结果公告（非政府采购）,,恒合2022采02 8,病原生物学与免疫学虚拟仿真平台,417200.0,湖州学院,学校,,浙江恒合工程管理有限公司,,杭州联景信息技术有限公司 ,"中标人     13735536997 ,中标人     13145081051 ",417200.0,2022-06-09,浙江,湖州,,,,https://www.zhiliaobiaoxun.com/content/330753544/b2,地址浙江省杭州市钱塘区白杨街道18号大街795号1幢15楼1540室,51 次,"1,149.63 万",5 家
嘉善信息技术工程学校物联网服务机器人项目的合同公告,中标,合同,嘉善信息技术工程学校物联网服务机器人项目的合同公告,,HZZX-2022-G14,"服务机器人虚拟仿真实训设备,物联网服务机器人项目,多功能服务机器人本体,机器人离线编程软件,服务机器人管理平台,服务机器人部署与运维课程资源包",1118000.0,嘉善信息技术工程学校,学校,陈**-15068210347,嘉兴市宏泽招标咨询有限公司,,上海梦之路数字科技有限公司 ,"中标人     15821900896 ,高**     17721317611 ,中标人     021-38953200 ,中标人     18221870841 ,中标人     15359033675 ",1118000.0,2022-06-09,浙江,,,,,https://www.zhiliaobiaoxun.com/content/330825000/b2,地址中国（上海）自由贸易试验区纳贤路800号1幢B座7层701A室,405 次,2.21 亿,132 家
浙江中医药大学《大学生创新创业基础》课程相关虚拟仿真实验课程建设技术服务采购项目的合同公告,中标,合同,浙江中医药大学《大学生创新创业基础》课程相关虚拟仿真实验课程建设技术服务采购项目的合同公告,,ZJ-2260635,《大学生创新创业基础》课程相关虚拟仿真实验课程建设技术服务,195600.0,浙江中医药大学,学校,采购人-0571-86633113,浙江国际招投标有限公司,,北京华航唯实机器人科技股份有限公司 ,"中标人     010-89755166 ,中标人     18660101851 ,中标人     13678922497 ,中标人     13122252206 ,中标人     13917271287 ",195600.0,2022-06-08,浙江,杭州,,,,https://www.zhiliaobiaoxun.com/content/330711632/b2,地址北京市海淀区安宁庄西路9号院29号楼2层210室,657 次,7.33 亿,263 家
温州医科大学附属第一医院关于虚拟仿真实验软件的成交结果公告,中标,中标结果,温州医科大学附属第一医院关于虚拟仿真实验软件的成交结果公告,,,虚拟仿真实验软件,397500.0,温州医科大学附属第一医院,医院,采购人-0577-55578288,浙江省国际技术设备招标有限公司,"马**-0571-85860232,林*-0571-85860240",江苏一鼎堂软件科技有限公司 ,"中标人     18072883089 ,中标人     18667122369 ,闵**     13506763566 ,闵**     025-52171471 ,林**     13282199206 ",397500.0,2022-06-07,浙江,温州,,,,https://www.zhiliaobiaoxun.com/content/330536980/b2,地址南京市建邺区茶亭东街79号2-1-22，2-1-23,106 次,"3,367.78 万",52 家
