公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接
中标,中标结果,苏州城市学院虚拟仿真实验平台等级保护测评项目　中标公示,,SCF2022-02,虚拟仿真实验平台等级保护测评项目,50000.0,苏州城市学院,学校,杜**-0512-66555731,,,苏州亿阳值通科技发展股份有限公司,,50000.0,2022-03-01,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/285406209/b2
中标,中标结果,南京邮电大学工业互联网组网优化虚拟仿真实验平台采购中标公告,,JSHC-2022010015B5,工业互联网组网优化虚拟仿真实验平台,298000.0,南京邮电大学,学校,采购人-025-85866541,江苏省华采招标有限公司,倪**-025-83603368,南京霖坤智能科技有限公司,,298000.0,2022-03-01,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/338748929/b2
中标,中标结果,无锡市公共资源交易中心新吴分中心关于集成电路封测与开发实训室的中标公告WXXWQJC2022-003,,WXXWQJC2022-003,"IC制造虚拟仿真教学平台,集成电路开发教学平台,集成电路封测与开发实训室",1020000.0,无锡科技职业学院,学校,采购人-18961759176,无锡市公共资源交易中心新吴分中心,马**-0510-85258553,南京维能信息技术有限公司,,1020000.0,2022-03-01,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/340594939/b2
中标,中标结果,南京财经大学转基因冲击下大豆全产业链交易策略与政策复盘虚拟仿真实验系统开发设计服务成交公告,,224OSUMEC/GXGG1002,大豆全产业链交易策略与政策复盘虚拟仿真实验系统开发设计服务,0.0,南京财经大学,学校,"刘**-025-86718202,刘**-18260005649",江苏苏美达仪器设备有限公司,"崔**-025-84532581,谭**-025-84532547,李**-025-84532580",,,,2022-02-28,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/284609955/b2
中标,中标结果,常州工学院工程结构事故鉴定分析虚拟仿真实验教学系统采购项目中标（成交）结果公告,,ZYJS-SC2022214,"工程结构事故鉴定分析虚拟仿真实验教学系统,教学引导视频制作服务,软件著作权申请",193000.0,常州工学院,学校,汤**-0519-88510225,常州中宇建设工程管理有限公司,"代理联系人-0519-85782055,代理联系人-0519-85785155",南京先极科技有限公司,,193000.0,2022-02-18,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/338206556/b2
中标,中标结果,常州工学院智能制造仓储共享及应急协作虚拟仿真实验系统采购项目中标（成交）结果公告,,CRJC-2022-0013号,"智能制造仓储共享及应急协作虚拟仿真实验系统,系统调试,软件管理,系统平台建设",180000.0,常州工学院,学校,汤**-0519-88510225,常州润邦招标代理有限公司,周*-0519-81882993,江苏一鼎堂软件科技有限公司,,180000.0,2022-02-16,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/323207560/b2
中标,中标结果,常州工学院高电压直流辉光放电及测量的虚拟仿真实验采购项目中标(成交)结果公告,,CT-SJC-2022039,高电压直流辉光放电及测量的虚拟仿真实验,194800.0,常州工学院,学校,汤**-0519-88510225,常州市城投建设工程招标有限公司,"魏*-0519-81580191,魏*-0519-81580192,魏*-0519-81580152,代理联系人-0519-81580101",北京润尼尔网络科技有限公司,,194800.0,2022-02-16,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/323207562/b2
中标,中标结果,资源与环境科学学院虚拟仿真软件建设项目中标（成交公告）,,1749-1940SUMEC396D,"虚拟仿真实验教学中心综合管理平台,农业秸秆废弃物热裂解炭化虚拟仿真实验,蚯蚓的外在形态和内部构造观察虚拟仿真实验,虚拟仿真软件建设项目,电生理虚拟仿真实验",598000.0,南京农业大学,学校,陈**-025-84395896,江苏苏美达仪器设备有限公司,"谭**-025-84532547,李**-025-84532580",南京莱医特电子科技有限公司,,598000.0,2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/337867416/b2
中标,中标结果,关于南京农业大学大型仪器虚拟仿真实验技能培训平台采购中标（成交公告）,,JSHC-2019070469B2,大型仪器虚拟仿真实验技能培训平台,160000.0,南京农业大学,学校,陈**-025-84395896,江苏省华采招标有限公司,倪**-025-83603368,南京莱医特电子科技有限公司,,158500.0,2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/337867116/b2
中标,中标结果,南京农业大学肉鸡产业合作社虚拟仿真实验平台项目建设成交结果公告,,TF2020020231,虚拟仿真实验平台项目建设服务,359000.0,南京农业大学,学校,陆**-025-84399008,上海中世建设咨询有限公司,"沈*-025-82230481-8035,沈*-025-82230140,沈*-025-8223014",北京润尼尔网络科技有限公司,,359000.0,2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/337866417/b2
中标,中标结果,南京农业大学农机信息化虚拟仿真教学软件采购项目成交公告,,TF2019020331,农机信息化虚拟仿真教学软件,446800.0,南京农业大学,学校,陈**-025-84395896,新华招标有限公司,张**-025-83715090,无锡茂业教育科技有限公司,,446800.0,2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/337867328/b2
中标,中标结果,南京农业大学资源与环境科学学院虚拟仿真软件建设采购项目中标结果公告,,XHTC-FW-2020-0944,虚拟仿真软件建设,406000.0,南京农业大学,学校,陆**-025-84399008,新华招标有限公司,张**-025-83715090,南京莱医特电子科技有限公司,,406000.0,2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/278661879/b2
中标,中标结果,关于南京农业大学生命科学学院植物组织系统虚拟仿真实验采购项目中标（成交公告）,,JSHC-2019070468B2,植物组织系统虚拟仿真实验,184000.0,南京农业大学,学校,陈**-025-84395896,"江苏省华采招标有限公司,江苏省华采招标有限公司",倪**-025-83603368,"南京骏领信息科技有限公司
南京骏领信息科技有限公司",,"184000.0
184000.0",2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/278660940/b2
中标,中标结果,关于南京农业大学农学院植物细胞染色体分析虚拟仿真实验项目中标（成交公告）,,JSHC-2019060377B2,植物细胞染色体分析虚拟仿真实验项目,137000.0,南京农业大学,学校,陈**-025-84395896,"江苏省华采招标有限公司,江苏省华采招标有限公司",倪**-025-83603368,"南京霖坤智能科技有限公司
南京霖坤智能科技有限公司",,"137000.0
137000.0",2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/278661071/b2
中标,中标结果,生命科学学院天目山、黄山生物学野外实习虚拟仿真系统二次开发采购中标（成交公告）,,1749-1740SUMEC758D,野外实习虚拟仿真系统二次开发,150000.0,南京农业大学,学校,陈**-025-84395896,江苏苏美达仪器设备有限公司,"朱*-025-84532546,谭**-025-84532547",南京莱医特电子科技有限公司,,148000.0,2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/337867684/b2
中标,中标结果,工学院工科大类虚拟仿真平台中标（成交公告）,,ZH2018020111,"虚拟仿真教学资源,教学计算机,座椅,实训桌椅,音箱系统,实训电脑,双人桌椅,立体眼镜,高清显示器,3D显示器,VR手柄,光学位置追踪系统管理软件,立体信号发射器,VR头盔交互设备,VR头盔配套显示器,虚拟仿真资源管理平台,虚拟仿真资源开发平台,光学追踪系统,机柜,3D眼镜信号发射器,追踪系统虚拟仿真平台,LED3D显示",0.0,南京农业大学,学校,陈**-025-84395896,江苏苏美达仪器设备有限公司,"朱*-025-84532546,谭**-025-84532547",上海曼恒数字技术股份有限公司,,0.0,2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/278663354/b2
中标,中标结果,关于南京农业大学工学院小麦变量施肥机控制参数设计与试验虚拟仿真实验项目制作中标（成交公告）,,JSHC-2019090616B2,小麦变量施肥机控制参数设计与试验虚拟仿真实验项目制作项目,335000.0,南京农业大学,学校,陈**-025-84395896,江苏省华采招标有限公司,倪**-025-83603368,南京恒点信息技术有限公司,,335000.0,2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/337867179/b2
中标,中标结果,关于南京农业大学工学院小麦变量施肥机控制参数设计与试验虚拟仿真实验项目制作中标（成交公告）,,JSHC-2019090616B2,小麦变量施肥机控制参数设计与试验虚拟仿真实验项目制作项目,400000.0,南京农业大学工学院,学校,,江苏省华采招标有限公司,倪**-025-83603368,南京恒点信息技术有限公司,,335000.0,2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/337867178/b2
中标,中标结果,常州工学院智能制造企业管理会计决策建模虚拟仿真实验系统采购项目中标（成交）结果公告,,CRJC-2022-0008号,"智能制造企业管理会计决策建模虚拟仿真实验系统,系统调试,软件管理,系统平台建设",192900.0,常州工学院,学校,邬**-0519-8851022,常州润邦招标代理有限公司,周*-0519-81882993,南京恒点信息技术有限公司,,192900.0,2022-02-15,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/323207568/b2
中标,中标结果,生命科学学院CRISPR/Cas9基因编辑系统原理动画及系统构建虚拟仿真实验采购中标（成交公告）,,1749-1840SUMEC377D,CRISPRCas9基因编辑系统原理动画及系统构建虚拟仿真实验,376000.0,南京农业大学,学校,陈**-025-84395896,"江苏苏美达仪器设备有限公司,江苏苏美达仪器设备有限公司","朱*-025-84532546,谭**-025-84532547","南京骏领信息科技有限公司
南京骏领信息科技有限公司",,"376000.0
376000.0",2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/278662149/b2
中标,中标结果,农业生物学虚拟仿真实验中心大型仪器平台信息化管理与共享建设采购项目成交公告,,TH2018020196,"大型仪器平台信息化管理与共享建设,平台架构和数据库升级,用户行为统计分析,实验室高清摄像监控系统软硬件升级",284000.0,南京农业大学采购与招投标中心,政府及事业单位,陈*-025-84395896,上海中世建设咨询有限公司,程**-025-82230194-8031,南京莱博信息科技有限公司,,284000.0,2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/278663555/b2
中标,中标结果,南京农业大学教学设备项目成交结果公告,,,"鸡养殖虚拟仿真实验教学系统,收割机,烘箱,酸度计,教学设备项目,离心浓缩仪,数字电位差综合测试仪,物理实验台,全自动凝胶成像分析系统,化学实验台,高压消毒灭菌锅,电子分析天平,海水种植-养殖复合循环实验室系统,螺线管磁场仪",0.0,南京农业大学,学校,朱**-025-84399053,江苏省设备采购国际招标中心,刘**-025-83722161,"陕西大秦科技有限公司
上海海圣生物实验设备有限公司
南京莱医特电子科技有限公司
南京桑力电子设备厂
上海天呈医流科技股份有限公司
北京博劢行仪器有限公司
南京润亚生物科技发展有限公司
南京安睿科教学设备有限公司
南京庆亨科技有限公司
句容苏欣农机有限公司
江苏慧硕科教仪器有限公司
南京金桥装饰城龙圆家具经营部",,"125900.0
10500.0
10450.0
0.0
11040.0
246800.0
16400.0
27000.0
0.0
0.0
47400.0
78000.0",2022-02-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/337870101/b2
中标,中标结果,常州工学院常州三杰·革命活动情境体验虚拟仿真实验采购项目中标(成交)结果公告,,CT-SJC-2022040,虚拟仿真实验,198500.0,常州工学院,学校,汤**-0519-88510225,常州市城投建设工程招标有限公司,"魏*-0519-81580191,魏*-0519-81580192,魏*-0519-81580152,代理联系人-0519-81580101",南京宇和政盛软件科技有限公司,,198500.0,2022-02-14,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/323207492/b2
中标,中标结果,常州工学院基于探地雷达的隧道衬砌无损检测虚拟仿真实验项目中标（成交）结果公告,,ZJZC2022014,隧道衬砌无损检测虚拟仿真实验项目,188000.0,常州工学院,学校,汤**-0519-88510225,常州中金招投标有限公司,潘**-0519-85958666,南京先极科技有限公司,,188000.0,2022-02-11,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/337087991/b2
中标,中标结果,常州工学院立体感知智慧水务系统中标（成交）结果公告,,JC-SJC-[2022]012号,"智慧水务控制系统虚拟仿真实验教学系统,立体感知智慧水务系统",194600.0,常州工学院,学校,汤**-0519-88510225,常州金诚招投标有限公司,代理联系人-0519-85185550,北京润尼尔网络科技有限公司,,194600.0,2022-02-11,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/337046239/b2
中标,中标结果,常州工学院注射成型模具仿真系统中标（成交）结果公告,,JC-SJC-[2022]013号,"注射成型及模具数字化拆装虚拟仿真实验教学系统,注射成型模具仿真系统",194800.0,常州工学院,学校,汤**-0519-88510225,常州金诚招投标有限公司,代理联系人-0519-85185550,北京润尼尔网络科技有限公司,,194800.0,2022-02-11,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/337046287/b2
中标,中标结果,常州工学院MW级风力发电机组设计安装与运维虚拟仿真实验采购项目中标（成交）结果公告,,CT-SJC-2022038,风力发电机组设计安装与运维虚拟仿真实验,193000.0,常州工学院,学校,汤**-0519-88510225,常州市城投建设工程招标有限公司,"魏*-0519-81580191,魏*-0519-81580192,魏*-0519-81580152,代理联系人-0519-81580101",北京润尼尔网络科技有限公司,,193000.0,2022-02-10,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/323207615/b2
中标,中标结果,常州工学院RCEP背景下常州汽车零部件国际贸易全流程虚拟仿真实验项目中标(成交)结果公告,,ZJZC2022015,汽车零部件国际贸易全流程虚拟仿真实验项目,193900.0,常州工学院,学校,汤**-0519-88510225,常州中金招投标有限公司,潘**-0519-85958666,南京恒点信息技术有限公司,,193900.0,2022-02-09,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/336773884/b2
中标,中标结果,常州工学院航空发动机智能拆卸与制造虚拟仿真实验系统采购项目中标（成交）结果公告,,CRJC-2022-0007号,"航空发动机智能拆卸与制造虚拟仿真实验系统,系统调试,软件管理,系统平台建设",195000.0,常州工学院,学校,邬**-0519-8851022,常州润邦招标代理有限公司,周*-0519-81882993,北京润尼尔网络科技有限公司,,195000.0,2022-02-08,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/323207627/b2
中标,中标结果,常州工学院高速紧急避障工况汽车行驶安全虚拟仿真实验平台采购项目中标（成交）结果公告,,ZYJS-SC2022213,"高速紧急避障工况汽车行驶安全虚拟仿真实验平台,教学引导视频制作服务",195000.0,常州工学院,学校,汤**-0519-88510225,常州中宇建设工程管理有限公司,"代理联系人-0519-85782055,代理联系人-0519-85785155",北京润尼尔网络科技有限公司,,195000.0,2022-01-30,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/336580154/b2
中标,中标结果,常州工学院光伏电站故障检测信号传输和处理虚拟仿真实验平台采购项目中标（成交）结果公告,,ZYJS-SC202221 1,"光伏电站故障检测信号传输和处理虚拟仿真实验平台,教学引导视频制作服务",195000.0,常州工学院,学校,汤**-0519-88510225,常州中宇建设工程管理有限公司,"代理联系人-0519-85782055,代理联系人-0519-85785155",北京润尼尔网络科技有限公司,,195000.0,2022-01-30,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/336580155/b2
中标,中标结果,常州工学院电机自动化生产线数字化控制虚拟仿真实验平台采购项目中标（成交）结果公告,,ZYJS-SC202221 2,"电机自动化生产线数字化控制虚拟仿真实验平台,教学引导视频制作服务",195000.0,常州工学院,学校,汤**-0519-88510225,常州中宇建设工程管理有限公司,"代理联系人-0519-85782055,代理联系人-0519-85785155",北京润尼尔网络科技有限公司,,195000.0,2022-01-30,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/336580152/b2
中标,中标结果,常州工学院高层建筑脚手架仿真实验中标（成交）结果公告,,JC-SJC-[2022]011号,"高层建筑悬挑脚手架设计与施工虚拟仿真实验项目,视频,虚拟仿真实验课程开发及服务,脚手架仿真实验",195000.0,常州工学院,学校,汤**-0519-88510225,常州金诚招投标有限公司,代理联系人-0519-85185550,南京恒点信息技术有限公司,,195000.0,2022-01-29,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/336569752/b2
中标,合同,汽车车身表面处理工艺虚拟仿真实验合同,,NJJF-202112294965,汽车车身表面处理工艺虚拟仿真实验,199000.0,金陵科技学院,学校,采购人-18913805717,,,南京先极科技有限公司,中标人-13305173656,199000.0,2022-01-28,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/296731592/b2
中标,合同,发动机负荷特性虚拟仿真实验合同,,NJJF-202112317933,发动机负荷特性虚拟仿真实验,267000.0,金陵科技学院,学校,采购人-18913805408,,,南京宇创劲享自动化科技有限公司,中标人-18251892435,267000.0,2022-01-28,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/296731501/b2
中标,合同,江南运河铰链式挡土墙生态修复工程设计应用虚拟仿真实验合同,,NJJF-202112314695,铰链式挡土墙生态修复工程设计应用虚拟仿真实验,242000.0,金陵科技学院,学校,采购人-18913805315,,,南京先极科技有限公司,中标人-13305173656,242000.0,2022-01-28,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/296731406/b2
中标,合同,喷雾干燥法生产婴儿配方奶粉工艺虚拟仿真实验建设合同,,NJJF-202112293125,"喷雾干燥法生产婴儿配方奶粉工艺虚拟仿真实验建设,喷雾干燥法生产婴儿配方奶粉工艺虚拟仿真实验教学系统建设",199000.0,金陵科技学院,学校,采购人-18168092517,,,北京欧倍尔软件技术开发有限公司,中标人-010-82830291,199000.0,2022-01-28,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/296731455/b2
中标,中标结果,常州工学院幼儿冲突预防与处理虚拟仿真实验项目中标（成交）结果公告,,ZJZC2022010,幼儿冲突预防与处理虚拟仿真实验项目,192000.0,常州工学院,学校,汤**-0519-88510225,常州中金招投标有限公司,潘**-0519-85958666,南京予创予嘉信息科技有限公司,,192000.0,2022-01-28,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/323207600/b2
中标,中标结果,常州工学院基于校园实境的建筑空间认知与设计分析虚拟仿真实验项目中标（成交）结果公告,,ZJZC2022009,建筑空间认知与设计分析虚拟仿真实验项目,199800.0,常州工学院,学校,汤**-0519-88510225,常州中金招投标有限公司,潘**-0519-85958666,江苏嘉纳宝医疗科技有限公司,,199800.0,2022-01-28,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/336523668/b2
中标,中标结果,苏州城市学院虚拟仿真实验平台服务器采购   询价公告,,SCW2022-X01,虚拟仿真实验平台服务器,94500.0,苏州城市学院,学校,吉**-0512-66557238,,,苏州和则顺智能科技有限公司,,94500.0,2022-01-26,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/340607134/b2
中标,中标结果,虚拟仿真实训基地建设项目中标公告,,JSZC-320000-XHTC-G2021-0017,"虚拟仿真实训基地建设项目,台式工作站",3724575.0,无锡工艺职业技术学院,学校,采购人-0510-81710078,新华招标有限公司,张**-025-83715090,南京朗捷科技控股有限公司,,3724575.0,2022-01-21,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/261280023/b2
中标,中标结果,攀岩运动风险防范虚拟仿真实验项目建设成交公告,,常采竞磋[2021]0171号,"开放式虚拟仿真实验教学管理平台软件,攀岩运动风险防范虚拟仿真实验项目建设,攀岩运动风险防范虚拟仿真实验建设",427500.0,常州大学,学校,刘**-0519-86330312,常州市政府采购中心,"卢**-0519-85588157,汪**-0519-85588159",北京润尼尔网络科技有限公司,,427500.0,2022-01-20,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/331459599/b2
中标,中标结果,AI算法教学虚拟仿真实验,,CB102862021002522,"虚拟仿真实验教学软件定制,AI算法教学虚拟仿真实验",189800.0,东南大学,学校,,,,南京浩伟智能科技有限公司,,189800.0,2022-01-19,江苏,,,,,https://www.zhiliaobiaoxun.com/content/260665245/b2
中标,中标结果,南京信息工程大学大气酸雨环境下钢构件材料防护涂层设计与性能评价虚拟仿真软件采购项目中标结果公告,,JZCG-2021-00176,钢构件材料防护涂层设计与性能评价虚拟仿真软件,289000.0,南京信息工程大学,学校,,南京信息工程大学招标办,罗**-025-58731441,北京微瑞集智科技有限公司,,289000.0,2022-01-19,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/260364780/b2
中标,合同,2021-028W-2纺织虚拟仿真实训中心项目软件采购合同公告,,2021-028W-2,"虚拟仿真教学平台,技能训练软件,纺纱虚拟仿真软件,机织虚拟仿真软件,纺织虚拟仿真实训中心项目软件",698000.0,盐城工业职业技术学院,学校,赵*-0515-88588707,,,北京欧倍尔软件技术开发有限公司,中标人-13311002862,698000.0,2022-01-17,江苏,盐城,,,,https://www.zhiliaobiaoxun.com/content/340119733/b2
中标,中标结果,卫星海洋遥感海面风场虚拟仿真实验,,CF119872021000755,虚拟仿真实验,130000.0,南京信息工程大学,学校,,,,南京卓尚智能科技有限公司,,130000.0,2022-01-12,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/325164870/b2
中标,中标结果,发动机负荷特性虚拟仿真实验成交公告,,NJJF-202112317933,"发动机负荷特性虚拟仿真实验,视频制作服务",267000.0,金陵科技学院,学校,采购人-18913805408,解放号网络科技有限公司,"周*-15895914597,凌**-18913805408",南京宇创劲享自动化科技有限公司,,267000.0,2022-01-11,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/323679658/b2
中标,中标结果,江南运河铰链式挡土墙生态修复工程设计应用虚拟仿真实验成交公告,,NJJF-202112314695,"虚拟仿真实验项目,铰链式挡土墙生态修复工程设计应用虚拟仿真实验",242000.0,金陵科技学院,学校,采购人-18913805315,解放号网络科技有限公司,"周*-15895914597,管**-18913805315",南京先极科技有限公司,,242000.0,2022-01-11,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/323625165/b2
中标,中标结果,汽车车身表面处理工艺虚拟仿真实验成交公告,,NJJF-202112294965,汽车车身表面处理工艺虚拟仿真实验,199000.0,金陵科技学院,学校,采购人-18913805717,解放号网络科技有限公司,"周*-15895914597,陈*-18913805717",南京先极科技有限公司,,199000.0,2022-01-10,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/323520158/b2
中标,中标结果,喷雾干燥法生产婴儿配方奶粉工艺虚拟仿真实验建设成交公告,,NJJF-202112293125,"喷雾干燥法生产婴儿配方奶粉工艺虚拟仿真实验建设,视频制作服务,喷雾干燥法生产婴儿配方奶粉工艺虚拟仿真实验教学系统建设",199000.0,金陵科技学院,学校,采购人-18168092517,解放号网络科技有限公司,"周*-15895914597,陈*-18168092517",北京欧倍尔软件技术开发有限公司,,199000.0,2022-01-10,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/323519933/b2
中标,中标结果,声信息现代技术实验室改建项目的中标结果公告,,2021H01063,"虚拟仿真工作站,PXIe控制器,PXIe机箱,实验室改建项目,声学仿真工作站",0.0,常熟理工学院,学校,季**-0512-52251163,苏州新一造价师价格事务所有限公司,薛**-0512-52808032,"苏州市新世纪科技有限公司
南京海融芝电子科技有限公司",,"375600.0
683850.0",2022-01-07,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/322844831/b2
中标,中标结果,南通大学虚拟仿真实验教学一流课程培育项目中标公告,,TDFW（JC）2021-223,虚拟仿真实验教学一流课程培育项目,948000.0,南通大学,学校,,南通大学招投标管理办公室,"李**-0513-85012138,牛**-0513-85012891",南京先极科技有限公司,,948000.0,2022-01-06,江苏,南通,,,,https://www.zhiliaobiaoxun.com/content/322500610/b2
中标,中标结果,虚拟仿真实训基地建设项目（装修改造）成交公告,,XHTC-GC-2021-0588,"虚拟仿真实训基地建设项目,装修改造,虚拟仿真实训室配套改造工程",352000.0,无锡工艺职业技术学院,学校,采购人-0510-81710078,新华招标有限公司,张**-025-83715090,晋中通宇建筑工程有限公司,,352000.0,2022-01-05,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/322175135/b2
中标,中标结果,江苏农牧科技职业学院“农产品质量安全检测”职业技能大赛气相三维虚拟仿真软件采购成交结果公告,,JYHA20211231001,"气相三维虚拟仿真软件OBEGCV30,农产品质量安全检测,大型仪器分析软件",149000.0,江苏农牧科技职业学院,学校,采购人-0523-86159336,建业恒安工程管理股份有限公司,马*-0523-86898859,北京欧倍尔软件技术开发有限公司,,149000.0,2022-01-05,江苏,泰州,,,,https://www.zhiliaobiaoxun.com/content/322395068/b2
中标,合同,南京交通职业技术学院绿色智慧交通建造虚拟仿真实训室建设虚拟仿真实训基地一期招标合同,,JSZC-320000-JSJK-G2021-0031,"虚拟仿真实训基地,虚拟仿真实训室建设,VR仿真软件系统",3975000.0,南京交通职业技术学院,学校,采购人-13851514571,,,上海曼恒数字技术股份有限公司,中标人-15850591364,3975000.0,2022-01-04,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/322080080/b2
中标,中标结果,南通卫生高职校药品质量检验虚拟仿真平台采购项目中标（成交）结果公告,,WXBS2022001,药品质量检验虚拟仿真平台,236000.0,江苏省南通卫生高等职业技术学校,学校,单**-13511591058,江苏中润工程建设咨询有限公司,王*-13906272111,江苏荣永智能科技有限公司,,236000.0,2022-01-04,江苏,南通,,,,https://www.zhiliaobiaoxun.com/content/322075707/b2
中标,中标结果,扬州大学泄洪河道水闸泄流影响虚拟仿真教学项目中标结果公告,,YDS2021-12-75号,泄洪河道水闸泄流影响虚拟仿真教学项目,298000.0,实验室与设备管理处,政府及事业单位,陈**-0514-87977298,,,湖南惟楚科教实训室设备有限公司,,298000.0,2022-01-04,江苏,扬州,,,,https://www.zhiliaobiaoxun.com/content/334063710/b2
中标,中标结果,南京晓庄学院材料专业综合实验虚拟仿真实验项目成交公告,,1749-2140SUMEC/XF1085,"综合实验虚拟仿真实验项目,材料专业综合,一击淋",204000.0,南京晓庄学院,学校,刘**-025-86178264,江苏苏美达仪器设备有限公司,李**-025-84532580,北京微瑞集智科技有限公司,,204000.0,2021-12-31,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/321812942/b2
中标,合同,江苏农林职业技术学院桌面交互式虚拟仿真实训室设备采购及相关服务桌面交互式虚拟仿真实训室设备采购合同,,JSZC-320000-JCEC-G2021-0339,桌面交互式虚拟仿真实训室设备采购及相关服务,2979500.0,江苏农林职业技术学院,学校,采购人-0511-87290893,,,北京中匠云智能科技有限公司,中标人-17310011206,2979500.0,2021-12-30,江苏,镇江,,,,https://www.zhiliaobiaoxun.com/content/296720132/b2
中标,中标结果,苏州国际声学产业技术创新中心关于公共平台虚拟仿真实验室基于数据驱动的声学仿真设计平台项目的中标结果公告,,CSYT-Z2021G032,"声学仿真设计平台项目,计算资源池平台",4950000.0,苏州国际声学产业技术创新中心,政府及事业单位,采购人-0512-52773639,常熟市永拓工程咨询有限公司,"蔡*-0512-52843376,张**-0512-52773639",晟拓信息科技（上海）有限公司,,4950000.0,2021-12-29,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/341367778/b2
中标,中标结果,江苏省太仓高级中学关于创新实验室设备购置项目中标公告,,TCZX2021-G-067,"无人机虚拟仿真实训系统,重型工作台,屏幕,无人机套装,常用耗材,移动工具架,模拟器,光固化3D打印材料,主机,扫描仪,实验室设备,打印机,无人机平衡充电器,基础工具箱,固定翼无人机教具整机,智能无人机开发套件,航拍无人机套件,无人机地面实训箱套件,焊台,无人机测试安全网系统",0.0,江苏省太仓高级中学,学校,陈*-0512-53543016,太仓市正信项目管理有限公司,顾**-0512-82706992,"浙江迅实科技有限公司
杭州非白三维科技有限公司
江苏威宝仕智能科技有限公司
嘉创飞航（苏州）智能科技有限公司",,"0.0
57600.0
0.0
640000.0",2021-12-29,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/321175460/b2
中标,合同,虚拟仿真实训室配套家具制作安装项目合同公告,,WXGYXY-2021-68,虚拟仿真实训室配套家具制作安装项目,220120.0,无锡工艺职业技术学院,学校,采购人-0510-81710078,,,宜兴市金博怡家具商贸有限责任公司,中标人-18961536561,220120.0,2021-12-28,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/353786568/b2
